transaction_id,customer_id,amount,payment_method,failure_reason,previous_failures,retry_count,customer_age_days,hour,device_change,location_change,true_recovery_probability,recovered,transaction_date
TX002306,CUST01896,24585.66,Wallet,bank_timeout,1,1,1012,19,1,0,0.56,1,2026-08-28 16:40:00
TX002307,CUST02918,2011.68,Net Banking,bank_timeout,2,1,1036,8,0,0,0.6,1,2026-08-02 00:57:00
TX002308,CUST00638,913.06,UPI,expired_card,0,0,488,18,0,0,0.6,1,2026-08-29 17:52:00
TX002309,CUST02736,1871.52,Wallet,bank_timeout,3,0,1121,17,1,0,0.52,0,2026-08-25 13:50:00
TX002310,CUST02143,2664.19,Net Banking,authentication_failed,2,0,1047,4,0,1,0.25,0,2026-08-01 07:41:00
TX002311,CUST01646,795.79,Net Banking,network_error,3,0,243,1,0,0,0.52,1,2026-08-07 16:16:00
TX002312,CUST02415,6602.55,Wallet,bank_timeout,1,0,459,8,0,0,0.74,0,2026-08-20 20:56:00
TX002313,CUST02709,1380.32,Debit Card,expired_card,1,0,497,22,0,0,0.54,1,2026-08-24 06:11:00
TX002314,CUST02516,1803.97,Net Banking,authentication_failed,2,1,392,10,0,0,0.25,0,2026-08-21 03:03:00
TX002315,CUST00968,2134.36,UPI,network_error,2,1,206,10,0,0,0.5,0,2026-08-15 11:39:00
TX002316,CUST01803,1671.68,UPI,issuer_declined,1,2,980,19,0,0,0.28,1,2026-08-13 11:06:00
TX002317,CUST02912,2537.51,Debit Card,issuer_declined,0,0,215,2,0,0,0.45,0,2026-08-03 08:08:00
TX002318,CUST02669,591.55,UPI,network_error,4,2,101,6,0,0,0.3,1,2026-08-29 13:42:00
TX002319,CUST01612,627.47,Wallet,expired_card,2,3,923,19,0,1,0.16,0,2026-08-11 13:32:00
TX002320,CUST02617,364.98,Debit Card,network_error,1,1,874,16,0,0,0.61,1,2026-08-14 08:31:00
TX002321,CUST00102,1701.9,Credit Card,network_error,0,1,611,0,1,0,0.57,1,2026-08-15 12:45:00
TX002322,CUST01966,2389.73,Credit Card,network_error,1,0,244,11,0,0,0.64,1,2026-08-08 06:56:00
TX002323,CUST02464,1733.28,Credit Card,expired_card,0,1,1146,23,0,1,0.44,0,2026-08-05 00:54:00
TX002324,CUST01358,5851.73,Wallet,issuer_declined,2,2,1316,5,0,0,0.22,1,2026-08-05 02:49:00
TX002325,CUST01540,1090.51,Debit Card,bank_timeout,0,1,1101,7,0,0,0.72,1,2026-08-22 05:36:00
TX002326,CUST00850,2140.39,Debit Card,issuer_declined,0,1,1453,8,0,0,0.42,1,2026-08-29 18:31:00
TX002327,CUST02345,368.08,Debit Card,insufficient_funds,1,2,998,8,0,0,0.41,0,2026-08-20 07:52:00
TX002328,CUST00261,744.64,Net Banking,bank_timeout,0,0,340,2,0,1,0.67,1,2026-08-04 06:25:00
TX002329,CUST02645,2198.52,Debit Card,authentication_failed,0,1,561,21,0,0,0.37,1,2026-08-27 21:18:00
TX002330,CUST01046,2563.43,Wallet,bank_timeout,1,1,590,0,0,0,0.66,0,2026-08-06 16:56:00
TX002331,CUST02196,817.32,Net Banking,issuer_declined,1,0,413,0,0,0,0.44,0,2026-08-16 19:58:00
TX002332,CUST00122,1020.86,Wallet,network_error,1,2,384,3,0,0,0.53,1,2026-08-21 22:05:00
TX002333,CUST00505,240.36,Wallet,network_error,5,3,892,2,1,0,0.11,0,2026-08-11 22:42:00
TX002334,CUST01139,767.37,Credit Card,network_error,4,1,263,4,0,0,0.38,1,2026-08-27 18:40:00
TX002335,CUST02230,2671.47,UPI,bank_timeout,5,3,868,17,0,0,0.26,0,2026-08-01 17:38:00
TX002336,CUST00385,1949.26,Net Banking,authentication_failed,1,1,307,20,0,0,0.26,1,2026-08-14 08:52:00
TX002337,CUST00111,1809.25,Wallet,bank_timeout,0,1,129,14,0,0,0.67,1,2026-08-14 23:30:00
TX002338,CUST00574,1152.6,Net Banking,network_error,0,1,505,15,0,0,0.67,1,2026-08-27 14:29:00
TX002339,CUST01462,1104.41,Net Banking,authentication_failed,1,1,1194,5,0,0,0.31,0,2026-08-12 22:56:00
TX002340,CUST00380,566.61,Debit Card,expired_card,0,1,6,5,0,0,0.47,1,2026-08-10 11:30:00
TX002341,CUST01111,2205.76,Debit Card,suspicious_transaction,0,1,986,4,0,0,0.12,0,2026-08-01 00:52:00
TX002342,CUST01232,1670.66,Net Banking,network_error,4,0,518,11,0,0,0.51,0,2026-08-18 00:16:00
TX002343,CUST02813,1793.67,Net Banking,issuer_declined,2,1,733,2,1,0,0.2,0,2026-08-24 22:30:00
TX002344,CUST02118,648.05,Net Banking,insufficient_funds,0,0,275,22,1,1,0.4,1,2026-08-12 02:21:00
TX002345,CUST01806,127.31,Net Banking,expired_card,0,0,107,22,0,0,0.55,1,2026-08-05 13:07:00
TX002346,CUST02962,3285.1,Wallet,insufficient_funds,0,1,423,18,1,1,0.37,1,2026-08-11 09:57:00
TX002347,CUST01775,679.37,Net Banking,insufficient_funds,0,0,31,15,0,1,0.5,1,2026-08-03 01:31:00
TX002348,CUST02520,462.77,Net Banking,expired_card,0,1,264,10,0,0,0.47,1,2026-08-25 22:28:00
TX002349,CUST02670,2193.99,UPI,bank_timeout,0,0,501,23,1,0,0.7,1,2026-08-09 22:16:00
TX002350,CUST00051,740.99,Net Banking,bank_timeout,0,0,379,16,0,0,0.8,1,2026-08-16 06:03:00
TX002351,CUST02849,3165.09,UPI,expired_card,3,1,345,9,0,1,0.21,0,2026-08-02 05:49:00
TX002352,CUST01654,2032.47,Net Banking,insufficient_funds,0,0,525,10,0,0,0.63,1,2026-08-19 06:52:00
TX002353,CUST01739,2172.36,Credit Card,bank_timeout,2,1,264,4,0,0,0.55,1,2026-08-15 12:59:00
TX002354,CUST00951,279.79,Wallet,bank_timeout,1,0,763,12,0,1,0.66,0,2026-08-28 22:35:00
TX002355,CUST00190,3684.7,UPI,bank_timeout,0,1,429,7,0,0,0.72,1,2026-08-17 13:10:00
TX002356,CUST00744,1424.04,Wallet,issuer_declined,5,1,325,7,0,0,0.07,0,2026-08-19 17:42:00
TX002357,CUST02783,758.03,Debit Card,issuer_declined,0,0,1026,12,0,0,0.5,0,2026-08-20 11:42:00
TX002358,CUST00021,1265.71,Credit Card,issuer_declined,1,1,396,8,0,1,0.28,0,2026-08-17 05:30:00
TX002359,CUST01014,185.63,Net Banking,network_error,1,1,1281,7,0,0,0.61,0,2026-08-17 09:47:00
TX002360,CUST00727,1650.2,Wallet,insufficient_funds,0,1,189,10,0,0,0.5,0,2026-08-19 09:35:00
TX002361,CUST01520,391.75,Debit Card,insufficient_funds,0,1,799,5,0,0,0.55,0,2026-08-03 18:10:00
TX002362,CUST02538,283.53,Net Banking,insufficient_funds,0,1,757,7,0,0,0.55,0,2026-08-08 05:56:00
TX002363,CUST01182,239.28,Net Banking,network_error,4,3,890,23,0,0,0.27,1,2026-08-27 10:07:00
TX002364,CUST02863,3336.54,Net Banking,bank_timeout,1,2,1130,10,0,0,0.58,1,2026-08-18 16:04:00
TX002365,CUST02023,584.49,Wallet,bank_timeout,0,1,168,5,0,0,0.67,0,2026-08-20 00:56:00
TX002366,CUST00805,5083.36,Wallet,suspicious_transaction,0,0,1351,9,0,0,0.2,0,2026-08-12 05:04:00
TX002367,CUST02740,641.75,Wallet,bank_timeout,2,3,1497,17,0,0,0.44,0,2026-08-11 18:10:00
TX002368,CUST02523,198.87,Wallet,network_error,2,0,851,3,0,0,0.63,0,2026-08-04 18:59:00
TX002369,CUST00416,359.05,Net Banking,authentication_failed,1,0,1423,14,1,0,0.29,0,2026-08-10 11:25:00
TX002370,CUST01942,3773.7,Credit Card,issuer_declined,1,0,9,3,0,0,0.39,0,2026-08-26 04:59:00
TX002371,CUST02915,938.33,UPI,insufficient_funds,0,1,1176,6,1,0,0.45,0,2026-08-19 02:58:00
TX002372,CUST00805,633.79,Wallet,network_error,2,3,813,5,0,0,0.39,1,2026-08-27 07:29:00
TX002373,CUST02593,1286.93,Credit Card,issuer_declined,2,2,831,6,0,0,0.22,1,2026-08-07 07:29:00
TX002374,CUST02397,1811.27,Wallet,expired_card,0,0,810,18,0,0,0.6,1,2026-08-05 23:58:00
TX002375,CUST00744,3352.29,Net Banking,network_error,0,1,1162,14,1,0,0.57,0,2026-08-02 03:56:00
TX002376,CUST01687,4668.06,Wallet,issuer_declined,0,0,68,3,0,0,0.45,1,2026-08-26 23:55:00
TX002377,CUST00113,765.27,UPI,insufficient_funds,2,2,1498,18,1,0,0.25,1,2026-08-11 12:59:00
TX002378,CUST01115,291.18,Debit Card,bank_timeout,3,3,988,21,0,0,0.38,1,2026-08-05 13:39:00
TX002379,CUST01153,725.26,UPI,authentication_failed,1,2,544,2,0,0,0.23,0,2026-08-23 11:10:00
TX002380,CUST02460,1422.66,Credit Card,bank_timeout,5,0,213,12,1,0,0.35,0,2026-08-27 20:46:00
TX002381,CUST02716,418.32,UPI,network_error,0,1,1344,5,0,1,0.59,1,2026-08-19 23:43:00
TX002382,CUST01709,421.09,UPI,insufficient_funds,1,0,149,19,0,0,0.52,1,2026-08-10 03:04:00
TX002383,CUST01057,1546.56,Wallet,authentication_failed,4,2,1134,8,0,0,0.05,0,2026-08-09 23:42:00
TX002384,CUST00306,1044.56,Net Banking,bank_timeout,1,2,197,15,0,0,0.53,1,2026-08-25 17:41:00
TX002385,CUST01566,1133.2,UPI,bank_timeout,2,0,1438,2,0,0,0.68,0,2026-08-05 10:46:00
TX002386,CUST02388,513.63,Debit Card,suspicious_transaction,2,1,622,14,0,1,0.02,0,2026-08-24 16:48:00
TX002387,CUST02276,870.96,UPI,issuer_declined,0,1,1295,9,0,0,0.42,0,2026-08-04 10:00:00
TX002388,CUST02489,435.18,Credit Card,suspicious_transaction,1,2,755,15,0,0,0.02,0,2026-08-04 06:22:00
TX002389,CUST00979,2670.97,Wallet,network_error,0,1,618,19,0,0,0.67,1,2026-08-27 06:53:00
TX002390,CUST01173,3087.91,Credit Card,issuer_declined,0,1,582,1,1,0,0.32,0,2026-08-10 21:53:00
TX002391,CUST01358,173.09,UPI,insufficient_funds,1,2,380,12,1,0,0.31,0,2026-08-16 08:14:00
TX002392,CUST00685,432.89,Debit Card,bank_timeout,1,2,639,2,1,0,0.48,1,2026-08-03 23:00:00
TX002393,CUST02899,245.54,Net Banking,insufficient_funds,1,2,566,16,0,0,0.41,0,2026-08-28 12:17:00
TX002394,CUST01157,572.48,Wallet,insufficient_funds,4,1,120,0,0,0,0.26,0,2026-08-16 12:10:00
TX002395,CUST01773,1008.85,Net Banking,issuer_declined,1,1,427,11,0,0,0.36,0,2026-08-09 09:13:00
TX002396,CUST01837,257.33,UPI,insufficient_funds,0,0,1339,11,0,1,0.55,1,2026-08-01 08:43:00
TX002397,CUST01952,436.22,UPI,expired_card,0,1,228,7,1,0,0.37,0,2026-08-20 03:49:00
TX002398,CUST00738,401.84,Debit Card,bank_timeout,2,3,211,0,1,0,0.29,0,2026-08-19 14:55:00
TX002399,CUST02218,1349.2,Wallet,bank_timeout,0,0,996,4,0,1,0.72,1,2026-08-09 17:54:00
TX002400,CUST02055,1175.38,UPI,bank_timeout,3,1,287,7,0,0,0.49,1,2026-08-08 01:19:00
TX002401,CUST01163,532.86,UPI,insufficient_funds,1,0,1078,6,0,0,0.57,0,2026-08-02 10:53:00
TX002402,CUST00006,1308.74,Debit Card,bank_timeout,2,2,927,19,0,0,0.52,0,2026-08-05 15:10:00
TX002403,CUST02886,634.81,UPI,suspicious_transaction,0,0,644,6,0,0,0.2,0,2026-08-07 15:03:00
TX002404,CUST00675,835.76,Wallet,insufficient_funds,4,0,895,9,1,0,0.29,0,2026-08-23 06:31:00
TX002405,CUST02280,5845.64,UPI,insufficient_funds,1,0,60,4,0,1,0.44,1,2026-08-14 15:47:00
TX002406,CUST00420,4190.02,Wallet,issuer_declined,3,2,497,9,1,0,0.06,0,2026-08-24 05:38:00
TX002407,CUST00392,298.99,Debit Card,issuer_declined,1,1,590,23,0,0,0.36,1,2026-08-04 20:50:00
TX002408,CUST02628,2514.26,Wallet,expired_card,4,1,47,12,0,0,0.23,0,2026-08-26 10:50:00
TX002409,CUST02632,2468.58,UPI,expired_card,0,0,1368,4,1,0,0.5,0,2026-08-21 05:39:00
TX002410,CUST01027,347.84,Credit Card,authentication_failed,0,0,654,10,0,0,0.45,0,2026-08-17 22:24:00
TX002411,CUST02427,2486.86,Wallet,issuer_declined,2,2,383,18,0,1,0.14,0,2026-08-20 13:35:00
TX002412,CUST02321,5104.78,UPI,expired_card,0,0,1065,19,0,0,0.6,1,2026-08-03 04:56:00
TX002413,CUST01592,356.9,Debit Card,insufficient_funds,0,1,560,11,0,1,0.47,1,2026-08-07 13:10:00
TX002414,CUST01820,438.12,Net Banking,bank_timeout,0,0,613,18,0,1,0.72,1,2026-08-29 21:36:00
TX002415,CUST00084,3034.07,Wallet,issuer_declined,1,1,1262,19,0,0,0.36,0,2026-08-13 06:12:00
TX002416,CUST01235,1438.7,Net Banking,network_error,1,0,662,0,0,0,0.69,1,2026-08-07 09:49:00
TX002417,CUST01027,1903.55,Credit Card,bank_timeout,1,0,561,2,0,0,0.74,1,2026-08-16 01:32:00
TX002418,CUST01401,1541.62,Credit Card,suspicious_transaction,0,0,671,17,0,0,0.2,0,2026-08-27 14:55:00
TX002419,CUST00118,1620.83,Net Banking,bank_timeout,1,1,31,5,0,0,0.61,1,2026-08-10 16:32:00
TX002420,CUST00908,291.06,Credit Card,expired_card,0,1,735,5,0,0,0.52,1,2026-08-25 11:26:00
TX002421,CUST00571,3125.4,Wallet,issuer_declined,0,0,287,19,0,0,0.45,0,2026-08-29 02:11:00
TX002422,CUST02458,3531.9,UPI,insufficient_funds,0,1,322,19,0,0,0.5,1,2026-08-19 12:50:00
TX002423,CUST01901,871.84,Wallet,suspicious_transaction,0,0,736,21,0,0,0.2,0,2026-08-28 11:51:00
TX002424,CUST00860,1049.98,Net Banking,authentication_failed,2,3,454,4,0,0,0.09,0,2026-08-06 12:17:00
TX002425,CUST00945,237.2,Wallet,bank_timeout,0,1,16,5,0,0,0.67,0,2026-08-03 05:14:00
TX002426,CUST00436,1834.0,Wallet,issuer_declined,0,1,1268,7,0,0,0.42,0,2026-08-01 02:15:00
TX002427,CUST00239,1943.13,UPI,bank_timeout,1,1,882,3,0,0,0.66,1,2026-08-13 18:40:00
TX002428,CUST02868,1030.51,Net Banking,bank_timeout,2,2,1229,9,1,0,0.42,0,2026-08-07 11:47:00
TX002429,CUST00930,3375.68,UPI,issuer_declined,2,1,280,23,0,0,0.25,0,2026-08-22 07:58:00
TX002430,CUST01907,785.19,Wallet,network_error,0,1,594,14,0,0,0.67,1,2026-08-06 09:10:00
TX002431,CUST02519,1928.71,Debit Card,suspicious_transaction,0,0,165,21,0,0,0.15,0,2026-08-20 11:30:00
TX002432,CUST01393,395.57,UPI,issuer_declined,1,2,857,2,0,0,0.28,1,2026-08-04 22:31:00
TX002433,CUST02869,1071.11,Debit Card,insufficient_funds,0,0,1478,19,1,0,0.53,1,2026-08-06 04:23:00
TX002434,CUST01601,921.17,Net Banking,expired_card,1,1,50,12,0,0,0.41,0,2026-08-16 06:14:00
TX002435,CUST01008,1373.76,Credit Card,bank_timeout,1,0,1105,11,0,1,0.66,1,2026-08-29 22:25:00
TX002436,CUST02117,757.84,Debit Card,expired_card,0,0,1020,2,1,0,0.5,0,2026-08-09 18:19:00
TX002437,CUST00089,961.53,UPI,bank_timeout,2,3,690,7,0,0,0.44,0,2026-08-07 18:12:00
TX002438,CUST00997,2505.01,UPI,bank_timeout,0,1,1228,21,0,0,0.72,1,2026-08-10 11:56:00
TX002439,CUST00520,708.56,Net Banking,network_error,1,1,212,15,0,0,0.56,0,2026-08-19 18:48:00
TX002440,CUST01403,219.95,Wallet,bank_timeout,5,1,1073,4,1,1,0.24,0,2026-08-02 09:07:00
TX002441,CUST01589,6308.06,Debit Card,bank_timeout,0,1,377,13,0,0,0.72,1,2026-08-17 18:49:00
TX002442,CUST00261,4365.35,Credit Card,insufficient_funds,5,2,708,7,0,0,0.17,0,2026-08-17 15:08:00
TX002443,CUST02756,301.19,Net Banking,issuer_declined,2,3,842,8,0,0,0.14,0,2026-08-08 06:28:00
TX002444,CUST00675,2185.74,Debit Card,network_error,1,2,753,3,1,0,0.43,1,2026-08-01 06:20:00
TX002445,CUST01693,663.17,Wallet,bank_timeout,1,1,785,17,0,0,0.66,1,2026-08-03 11:14:00
TX002446,CUST01728,1427.22,Credit Card,network_error,3,3,368,19,0,0,0.33,0,2026-08-28 22:31:00
TX002447,CUST01806,1471.77,Wallet,network_error,0,1,284,2,0,0,0.62,1,2026-08-30 21:20:00
TX002448,CUST01521,867.48,UPI,bank_timeout,2,2,1011,14,0,0,0.52,0,2026-08-01 06:49:00
TX002449,CUST01176,500.81,Debit Card,suspicious_transaction,2,3,281,11,1,0,0.02,0,2026-08-03 08:43:00
TX002450,CUST01880,549.75,UPI,bank_timeout,1,2,275,2,0,0,0.53,0,2026-08-07 13:18:00
TX002451,CUST00996,438.7,Credit Card,insufficient_funds,2,1,1421,1,0,0,0.43,1,2026-08-03 21:56:00
TX002452,CUST02940,477.32,Net Banking,insufficient_funds,2,3,25,12,0,0,0.22,0,2026-08-24 16:13:00
TX002453,CUST01747,1025.38,Credit Card,bank_timeout,0,0,311,0,0,0,0.75,0,2026-08-24 13:47:00
TX002454,CUST01197,536.06,Wallet,authentication_failed,0,1,1113,6,0,0,0.37,0,2026-08-21 13:00:00
TX002455,CUST02768,2169.07,Wallet,issuer_declined,4,1,1416,17,0,0,0.18,0,2026-08-04 21:42:00
TX002456,CUST02857,4852.48,Credit Card,issuer_declined,3,2,1243,9,0,0,0.16,0,2026-08-02 02:14:00
TX002457,CUST02304,613.97,Debit Card,authentication_failed,0,0,233,6,0,0,0.4,0,2026-08-05 06:12:00
TX002458,CUST02310,1393.26,Credit Card,issuer_declined,2,0,159,3,0,0,0.33,1,2026-08-16 16:48:00
TX002459,CUST02174,1807.47,UPI,insufficient_funds,0,0,586,8,0,1,0.55,1,2026-08-12 00:19:00
TX002460,CUST00262,1758.12,Debit Card,insufficient_funds,3,2,156,21,0,0,0.24,0,2026-08-30 18:55:00
TX002461,CUST00423,1183.17,Debit Card,insufficient_funds,0,1,939,10,0,1,0.47,1,2026-08-30 02:08:00
TX002462,CUST00050,2304.65,UPI,suspicious_transaction,1,1,782,9,0,0,0.06,0,2026-08-25 23:33:00
TX002463,CUST01075,1776.23,UPI,bank_timeout,4,0,317,14,0,0,0.51,1,2026-08-28 14:15:00
TX002464,CUST02160,318.09,Wallet,expired_card,0,0,893,2,1,0,0.5,1,2026-08-24 13:05:00
TX002465,CUST01731,2615.36,UPI,bank_timeout,1,1,899,11,0,0,0.66,1,2026-08-10 01:35:00
TX002466,CUST00655,2663.22,Net Banking,bank_timeout,3,2,58,10,0,0,0.41,1,2026-08-12 15:09:00
TX002467,CUST01461,511.18,Wallet,bank_timeout,0,1,901,22,0,0,0.72,1,2026-08-11 21:30:00
TX002468,CUST01014,1139.04,Wallet,expired_card,2,1,579,5,0,0,0.4,1,2026-08-22 22:26:00
TX002469,CUST01373,2171.84,Wallet,bank_timeout,1,2,549,13,0,0,0.58,0,2026-08-01 04:41:00
TX002470,CUST00830,889.52,UPI,bank_timeout,1,0,323,14,0,0,0.69,1,2026-08-26 11:51:00
TX002471,CUST02652,3206.64,Credit Card,issuer_declined,0,1,1455,1,0,0,0.42,0,2026-08-14 15:29:00
TX002472,CUST01747,11659.45,UPI,suspicious_transaction,0,1,391,0,0,0,0.12,0,2026-08-01 08:42:00
TX002473,CUST02617,499.7,Net Banking,network_error,0,0,991,15,0,0,0.75,0,2026-08-06 06:39:00
TX002474,CUST00496,275.6,Wallet,issuer_declined,0,1,1337,16,0,0,0.42,0,2026-08-03 19:09:00
TX002475,CUST00036,1485.96,Net Banking,authentication_failed,0,0,290,22,0,0,0.4,1,2026-08-14 05:02:00
TX002476,CUST02003,2256.48,Credit Card,authentication_failed,4,2,1349,15,0,0,0.05,0,2026-08-22 08:59:00
TX002477,CUST00385,870.56,Wallet,authentication_failed,2,3,247,21,0,0,0.04,0,2026-08-17 14:25:00
TX002478,CUST02908,4690.34,Wallet,insufficient_funds,2,3,933,13,0,0,0.27,0,2026-08-18 04:28:00
TX002479,CUST02147,287.55,Credit Card,bank_timeout,2,0,36,19,0,0,0.63,0,2026-08-13 19:31:00
TX002480,CUST00567,2192.77,Net Banking,expired_card,0,1,1279,6,0,0,0.52,0,2026-08-27 08:55:00
TX002481,CUST00312,598.33,Debit Card,issuer_declined,1,0,940,0,0,0,0.44,0,2026-08-20 04:12:00
TX002482,CUST00206,6120.37,UPI,issuer_declined,2,0,170,10,1,0,0.23,1,2026-08-19 01:35:00
TX002483,CUST02904,8042.66,Credit Card,insufficient_funds,0,0,276,12,0,0,0.58,1,2026-08-12 21:47:00
TX002484,CUST01920,509.46,Debit Card,insufficient_funds,3,1,452,10,0,0,0.37,1,2026-08-23 09:23:00
TX002485,CUST00366,632.98,Wallet,bank_timeout,0,1,967,18,1,0,0.62,1,2026-08-23 23:59:00
TX002486,CUST01693,2590.45,Net Banking,authentication_failed,1,0,320,0,0,1,0.26,0,2026-08-23 12:30:00
TX002487,CUST02838,744.62,Credit Card,network_error,0,1,300,16,0,0,0.62,1,2026-08-27 22:53:00
TX002488,CUST00682,1047.95,Net Banking,expired_card,0,0,71,22,0,0,0.55,1,2026-08-25 20:29:00
TX002489,CUST01603,1124.83,UPI,bank_timeout,1,1,36,10,1,1,0.43,0,2026-08-13 17:37:00
TX002490,CUST00854,160.83,Credit Card,insufficient_funds,0,0,1495,1,0,0,0.63,1,2026-08-11 16:06:00
TX002491,CUST01312,1081.56,Net Banking,authentication_failed,3,3,1226,22,0,0,0.03,0,2026-08-05 01:39:00
TX002492,CUST00239,550.19,UPI,network_error,1,2,1219,18,0,0,0.53,1,2026-08-01 03:52:00
TX002493,CUST01269,669.73,Wallet,suspicious_transaction,0,0,688,22,0,1,0.12,0,2026-08-28 07:30:00
TX002494,CUST00737,4645.4,Wallet,expired_card,1,0,102,8,0,0,0.49,1,2026-08-05 00:41:00
TX002495,CUST00994,312.15,Net Banking,issuer_declined,1,2,51,16,0,1,0.15,0,2026-08-29 21:47:00
TX002496,CUST01758,2473.04,Wallet,bank_timeout,3,2,940,22,0,0,0.46,0,2026-08-16 19:32:00
TX002497,CUST02941,829.68,Credit Card,bank_timeout,2,0,75,11,0,0,0.63,0,2026-08-12 03:04:00
TX002498,CUST00035,829.02,Wallet,insufficient_funds,4,3,1268,16,0,0,0.15,0,2026-08-06 16:18:00
TX002499,CUST01264,2417.22,Credit Card,expired_card,1,1,836,23,0,0,0.46,0,2026-08-05 17:25:00
TX002500,CUST01662,1540.79,Net Banking,insufficient_funds,1,0,1043,15,0,0,0.57,1,2026-08-25 03:44:00
TX002501,CUST02223,1940.33,Credit Card,insufficient_funds,0,1,51,2,0,0,0.5,0,2026-08-30 02:55:00
TX002502,CUST00662,2887.61,Net Banking,suspicious_transaction,0,0,377,13,0,0,0.2,0,2026-08-24 10:23:00
TX002503,CUST00046,787.36,Wallet,expired_card,0,1,176,12,0,0,0.47,1,2026-08-30 03:57:00
TX002504,CUST02467,594.53,Wallet,suspicious_transaction,0,1,1190,18,0,0,0.12,0,2026-08-07 04:05:00
TX002505,CUST01325,370.5,Debit Card,expired_card,1,0,889,10,0,0,0.54,1,2026-08-02 03:14:00
TX002506,CUST02249,480.39,Credit Card,authentication_failed,0,0,650,0,0,0,0.45,0,2026-08-14 05:44:00
TX002507,CUST00512,20933.26,Net Banking,bank_timeout,4,3,676,15,0,0,0.32,1,2026-08-07 07:54:00
TX002508,CUST02418,3807.32,Debit Card,authentication_failed,0,0,1095,17,0,0,0.45,0,2026-08-15 00:49:00
TX002509,CUST02153,283.99,Net Banking,bank_timeout,3,2,90,0,0,0,0.41,1,2026-08-30 01:31:00
TX002510,CUST00742,292.23,Wallet,suspicious_transaction,1,1,716,20,0,1,0.02,0,2026-08-01 18:11:00
TX002511,CUST00579,1775.55,Wallet,bank_timeout,0,0,697,20,1,0,0.7,1,2026-08-29 11:16:00
TX002512,CUST00148,1895.55,Net Banking,issuer_declined,1,0,823,21,0,0,0.44,0,2026-08-08 09:00:00
TX002513,CUST00931,1898.62,Credit Card,insufficient_funds,0,0,1299,17,1,0,0.53,1,2026-08-23 16:28:00
TX002514,CUST02618,849.84,Credit Card,bank_timeout,0,1,354,12,0,0,0.67,1,2026-08-27 03:11:00
TX002515,CUST01849,967.34,Debit Card,issuer_declined,4,2,51,22,0,0,0.05,0,2026-08-05 04:30:00
TX002516,CUST02630,1522.15,Debit Card,issuer_declined,4,2,836,21,0,0,0.1,1,2026-08-18 07:31:00
TX002517,CUST02224,1194.99,Net Banking,network_error,0,1,519,11,0,0,0.67,1,2026-08-18 07:57:00
TX002518,CUST02685,119.19,Net Banking,authentication_failed,5,3,725,16,0,0,0.02,0,2026-08-10 00:35:00
TX002519,CUST01216,871.49,Wallet,network_error,0,1,1342,17,0,0,0.67,0,2026-08-23 12:09:00
TX002520,CUST00885,468.06,Net Banking,suspicious_transaction,2,2,493,4,1,0,0.02,0,2026-08-17 14:35:00
TX002521,CUST02149,1306.64,Net Banking,bank_timeout,1,2,596,7,0,0,0.58,1,2026-08-28 18:22:00
TX002522,CUST02298,21704.16,Credit Card,expired_card,1,1,500,23,0,0,0.46,1,2026-08-25 08:59:00
TX002523,CUST00130,1583.64,Debit Card,bank_timeout,2,2,654,1,0,0,0.52,0,2026-08-25 05:05:00
TX002524,CUST01103,801.49,Net Banking,insufficient_funds,2,0,105,14,0,0,0.46,0,2026-08-28 11:11:00
TX002525,CUST00804,2756.73,Wallet,bank_timeout,1,0,1004,4,0,0,0.74,1,2026-08-16 17:13:00
TX002526,CUST02732,1777.01,UPI,issuer_declined,4,0,864,4,0,0,0.26,1,2026-08-02 17:59:00
TX002527,CUST02772,1669.19,Credit Card,expired_card,1,1,704,0,0,0,0.46,1,2026-08-10 13:04:00
TX002528,CUST01407,2011.93,Credit Card,authentication_failed,0,1,1222,8,0,0,0.37,0,2026-08-11 04:26:00
TX002529,CUST02014,8574.46,Wallet,authentication_failed,2,1,162,23,0,0,0.2,1,2026-08-30 21:25:00
TX002530,CUST01445,353.93,Wallet,bank_timeout,5,1,822,11,0,0,0.42,1,2026-08-26 02:13:00
TX002531,CUST01779,1760.99,Net Banking,authentication_failed,2,2,228,22,1,0,0.02,0,2026-08-09 18:11:00
TX002532,CUST02270,434.25,Debit Card,issuer_declined,0,0,532,20,0,0,0.5,0,2026-08-29 11:33:00
TX002533,CUST00332,1911.25,Wallet,issuer_declined,0,1,1364,9,0,0,0.42,0,2026-08-11 00:12:00
TX002534,CUST02821,437.6,Net Banking,expired_card,4,3,278,15,0,0,0.07,0,2026-08-10 02:13:00
TX002535,CUST01014,722.44,Net Banking,issuer_declined,0,0,178,21,0,0,0.45,0,2026-08-08 14:10:00
TX002536,CUST01743,816.4,Debit Card,authentication_failed,0,1,59,16,0,0,0.32,0,2026-08-30 19:26:00
TX002537,CUST01811,2909.73,Net Banking,bank_timeout,1,0,869,18,0,0,0.74,1,2026-08-01 22:02:00
TX002538,CUST00963,2747.52,Wallet,insufficient_funds,4,3,1012,1,0,1,0.07,0,2026-08-29 00:20:00
TX002539,CUST02418,315.54,Wallet,bank_timeout,2,3,903,7,0,1,0.36,1,2026-08-10 19:10:00
TX002540,CUST01149,1158.56,Credit Card,authentication_failed,1,2,1087,1,0,0,0.23,0,2026-08-30 22:14:00
TX002541,CUST01196,539.38,Credit Card,bank_timeout,0,0,821,9,0,0,0.8,1,2026-08-08 23:54:00
