transaction_id,amount,failure_reason,recovery_probability,action,policy,status,recovered_amount,reason
TX000433,837.64,expired_card,55.66,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000434,2247.43,issuer_declined,56.29,RETRY_LATER,APPROVED,SUCCESS,2247.43,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000435,4926.37,suspicious_transaction,7.27,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000436,1180.97,network_error,61.79,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000437,5589.33,bank_timeout,63.9,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000438,275.86,issuer_declined,41.4,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000439,199.66,suspicious_transaction,4.7,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000440,1037.38,issuer_declined,12.06,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000441,1610.12,bank_timeout,49.3,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000442,1061.36,expired_card,58.0,UPDATE_PAYMENT_METHOD,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000443,138.73,bank_timeout,82.67,RETRY,APPROVED,SUCCESS,138.73,High recovery probability and transaction is within the automatic retry amount limit.
TX000444,1003.13,issuer_declined,48.66,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000445,297.53,network_error,69.29,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000446,2142.38,insufficient_funds,46.06,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000447,1582.24,bank_timeout,69.36,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000448,428.43,issuer_declined,54.68,RETRY_LATER,APPROVED,SUCCESS,428.43,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000449,655.98,issuer_declined,28.91,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000450,380.23,insufficient_funds,41.55,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000451,1030.01,expired_card,61.77,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000452,2850.19,network_error,77.92,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000453,409.23,bank_timeout,37.73,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000454,1815.37,issuer_declined,36.46,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000455,645.32,suspicious_transaction,3.56,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000456,496.27,expired_card,36.71,UPDATE_PAYMENT_METHOD,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000457,985.32,network_error,68.25,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000458,389.46,insufficient_funds,66.48,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000459,630.4,issuer_declined,54.5,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000460,331.0,bank_timeout,44.12,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000461,7822.23,authentication_failed,30.91,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000462,1135.99,bank_timeout,80.39,RETRY,APPROVED,SUCCESS,1135.99,High recovery probability and transaction is within the automatic retry amount limit.
TX000463,544.72,bank_timeout,82.28,RETRY,APPROVED,SUCCESS,544.72,High recovery probability and transaction is within the automatic retry amount limit.
TX000464,1358.29,authentication_failed,13.94,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000465,980.12,bank_timeout,64.65,RETRY_LATER,APPROVED,SUCCESS,980.12,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000466,879.22,insufficient_funds,44.01,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000467,2026.71,insufficient_funds,48.18,RETRY_LATER,APPROVED,SUCCESS,2026.71,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000468,2339.07,network_error,62.77,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000469,645.16,network_error,59.19,RETRY_LATER,APPROVED,SUCCESS,645.16,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000470,616.58,issuer_declined,53.14,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000471,832.93,bank_timeout,88.81,RETRY,APPROVED,SUCCESS,832.93,High recovery probability and transaction is within the automatic retry amount limit.
TX000472,109.74,bank_timeout,80.29,RETRY,APPROVED,SUCCESS,109.74,High recovery probability and transaction is within the automatic retry amount limit.
TX000473,241.0,network_error,43.06,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000474,4302.17,issuer_declined,17.81,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000475,5681.48,expired_card,63.41,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000476,854.88,insufficient_funds,23.31,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000477,1951.9,bank_timeout,14.46,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000478,1497.05,authentication_failed,27.76,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000479,23834.3,insufficient_funds,71.65,RETRY_LATER,APPROVED,SUCCESS,23834.3,"Recovery probability is high, but the transaction amount exceeds the automatic retry limit."
TX000480,3359.59,issuer_declined,34.86,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000481,964.96,insufficient_funds,57.76,RETRY_LATER,APPROVED,SUCCESS,964.96,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000482,421.77,expired_card,57.0,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000483,219.98,network_error,70.33,RETRY,APPROVED,FAILED,0.0,High recovery probability and transaction is within the automatic retry amount limit.
TX000484,1344.08,bank_timeout,70.24,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000485,514.73,bank_timeout,85.04,RETRY,APPROVED,FAILED,0.0,High recovery probability and transaction is within the automatic retry amount limit.
TX000486,264.47,network_error,81.85,RETRY,APPROVED,FAILED,0.0,High recovery probability and transaction is within the automatic retry amount limit.
TX000487,574.46,issuer_declined,18.61,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000488,371.84,bank_timeout,68.34,RETRY_LATER,APPROVED,SUCCESS,371.84,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000489,5926.22,suspicious_transaction,5.0,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000490,2648.21,network_error,68.63,RETRY_LATER,APPROVED,SUCCESS,2648.21,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000491,1087.92,bank_timeout,83.64,RETRY,APPROVED,SUCCESS,1087.92,High recovery probability and transaction is within the automatic retry amount limit.
TX000492,4817.18,expired_card,60.25,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000493,1184.85,network_error,59.75,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000494,463.46,bank_timeout,32.94,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000495,5029.74,expired_card,57.26,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000496,1879.78,insufficient_funds,52.02,RETRY_LATER,APPROVED,SUCCESS,1879.78,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000497,388.68,bank_timeout,75.3,RETRY,APPROVED,SUCCESS,388.68,High recovery probability and transaction is within the automatic retry amount limit.
TX000498,906.56,authentication_failed,36.69,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000499,456.86,bank_timeout,81.52,RETRY,APPROVED,SUCCESS,456.86,High recovery probability and transaction is within the automatic retry amount limit.
TX000500,275.12,network_error,68.19,RETRY_LATER,APPROVED,SUCCESS,275.12,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000501,2768.82,authentication_failed,16.81,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000502,7401.34,insufficient_funds,36.29,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000503,270.81,insufficient_funds,70.03,RETRY,APPROVED,FAILED,0.0,High recovery probability and transaction is within the automatic retry amount limit.
TX000504,1925.55,suspicious_transaction,1.21,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000505,572.12,authentication_failed,50.17,RETRY_LATER,APPROVED,SUCCESS,572.12,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000506,673.76,network_error,77.72,RETRY,APPROVED,SUCCESS,673.76,High recovery probability and transaction is within the automatic retry amount limit.
TX000507,606.44,expired_card,49.16,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000508,462.21,insufficient_funds,56.89,RETRY_LATER,APPROVED,SUCCESS,462.21,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000509,1151.16,network_error,68.02,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000510,477.73,expired_card,33.16,UPDATE_PAYMENT_METHOD,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000511,1437.21,insufficient_funds,61.13,RETRY_LATER,APPROVED,SUCCESS,1437.21,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000512,1042.9,bank_timeout,68.03,RETRY_LATER,APPROVED,SUCCESS,1042.9,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000513,863.55,authentication_failed,20.74,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000514,442.5,insufficient_funds,59.02,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000515,615.99,expired_card,34.23,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000516,2334.12,network_error,53.83,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000517,1809.7,bank_timeout,83.51,RETRY,APPROVED,SUCCESS,1809.7,High recovery probability and transaction is within the automatic retry amount limit.
TX000518,412.59,authentication_failed,19.17,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000519,1211.16,issuer_declined,44.67,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000520,2324.79,expired_card,47.08,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000521,206.56,authentication_failed,35.42,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000522,1888.16,insufficient_funds,55.79,RETRY_LATER,APPROVED,SUCCESS,1888.16,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000523,565.31,network_error,61.57,RETRY_LATER,APPROVED,SUCCESS,565.31,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000524,1940.3,bank_timeout,66.36,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000525,511.19,suspicious_transaction,3.92,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000526,180.39,expired_card,32.78,UPDATE_PAYMENT_METHOD,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000527,215.39,bank_timeout,88.13,RETRY,APPROVED,SUCCESS,215.39,High recovery probability and transaction is within the automatic retry amount limit.
TX000528,1150.65,bank_timeout,82.32,RETRY,APPROVED,SUCCESS,1150.65,High recovery probability and transaction is within the automatic retry amount limit.
TX000529,1421.86,issuer_declined,24.06,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000530,443.94,insufficient_funds,34.08,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000531,2076.82,network_error,58.33,RETRY_LATER,APPROVED,SUCCESS,2076.82,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000532,208.2,issuer_declined,63.65,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000533,1026.51,network_error,79.82,RETRY,APPROVED,SUCCESS,1026.51,High recovery probability and transaction is within the automatic retry amount limit.
TX000534,326.68,issuer_declined,41.35,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000535,571.44,issuer_declined,22.4,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000536,1149.86,bank_timeout,78.26,RETRY,APPROVED,SUCCESS,1149.86,High recovery probability and transaction is within the automatic retry amount limit.
TX000537,463.86,insufficient_funds,58.01,RETRY_LATER,APPROVED,SUCCESS,463.86,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000538,746.54,issuer_declined,49.66,RETRY_LATER,APPROVED,SUCCESS,746.54,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000539,2999.78,bank_timeout,70.68,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000540,615.91,issuer_declined,5.81,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000541,2529.29,insufficient_funds,54.08,RETRY_LATER,APPROVED,SUCCESS,2529.29,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000542,354.35,insufficient_funds,53.65,RETRY_LATER,APPROVED,SUCCESS,354.35,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000543,1862.74,bank_timeout,67.41,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000544,4635.82,bank_timeout,79.62,RETRY,APPROVED,SUCCESS,4635.82,High recovery probability and transaction is within the automatic retry amount limit.
TX000545,100.0,bank_timeout,51.34,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000546,494.28,issuer_declined,44.56,RETRY_LATER,APPROVED,SUCCESS,494.28,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000547,1952.9,network_error,53.91,RETRY_LATER,APPROVED,SUCCESS,1952.9,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000548,895.12,insufficient_funds,66.15,RETRY_LATER,APPROVED,SUCCESS,895.12,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000549,1589.45,insufficient_funds,56.1,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000550,599.45,insufficient_funds,54.5,RETRY_LATER,APPROVED,SUCCESS,599.45,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000551,1195.82,suspicious_transaction,4.69,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000552,938.54,network_error,35.62,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000553,3525.52,network_error,69.1,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000554,1414.34,bank_timeout,17.93,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000555,1537.02,suspicious_transaction,19.6,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000556,726.42,insufficient_funds,63.37,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000557,673.44,network_error,75.65,RETRY,APPROVED,FAILED,0.0,High recovery probability and transaction is within the automatic retry amount limit.
TX000558,711.55,bank_timeout,66.85,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000559,1626.93,expired_card,30.22,UPDATE_PAYMENT_METHOD,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000560,719.83,authentication_failed,44.61,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000561,1465.24,network_error,52.22,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000562,8737.69,issuer_declined,48.65,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000563,2620.51,bank_timeout,61.78,RETRY_LATER,APPROVED,SUCCESS,2620.51,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000564,791.54,network_error,32.58,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000565,3645.37,expired_card,32.34,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000566,729.18,insufficient_funds,61.21,RETRY_LATER,APPROVED,SUCCESS,729.18,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000567,142.86,bank_timeout,15.53,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000568,400.18,suspicious_transaction,7.64,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000569,168.88,network_error,76.41,RETRY,APPROVED,SUCCESS,168.88,High recovery probability and transaction is within the automatic retry amount limit.
TX000570,771.62,authentication_failed,40.59,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000571,1117.02,bank_timeout,86.31,RETRY,APPROVED,SUCCESS,1117.02,High recovery probability and transaction is within the automatic retry amount limit.
TX000572,5863.12,expired_card,25.83,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000573,1520.7,suspicious_transaction,10.78,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000574,880.86,issuer_declined,49.04,RETRY_LATER,APPROVED,SUCCESS,880.86,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000575,2513.43,bank_timeout,66.87,RETRY_LATER,APPROVED,SUCCESS,2513.43,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000576,120.16,bank_timeout,87.99,RETRY,APPROVED,SUCCESS,120.16,High recovery probability and transaction is within the automatic retry amount limit.
TX000577,1387.99,issuer_declined,14.84,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000578,2370.52,insufficient_funds,56.28,RETRY_LATER,APPROVED,SUCCESS,2370.52,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000579,249.99,expired_card,40.44,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000580,3441.81,bank_timeout,79.96,RETRY,APPROVED,SUCCESS,3441.81,High recovery probability and transaction is within the automatic retry amount limit.
TX000581,1538.4,authentication_failed,33.13,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000582,723.94,network_error,47.54,RETRY_LATER,APPROVED,SUCCESS,723.94,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000583,2064.79,insufficient_funds,49.61,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000584,10622.11,expired_card,55.59,UPDATE_PAYMENT_METHOD,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000585,1315.36,insufficient_funds,60.67,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000586,1405.6,network_error,57.82,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000587,692.73,bank_timeout,75.52,RETRY,APPROVED,SUCCESS,692.73,High recovery probability and transaction is within the automatic retry amount limit.
TX000588,468.79,bank_timeout,70.06,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000589,2515.77,authentication_failed,29.46,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000590,465.87,expired_card,58.45,UPDATE_PAYMENT_METHOD,APPROVED,NOT_EXECUTED,0.0,The payment method appears to be expired. Retrying the same method is unlikely to succeed.
TX000591,1177.99,bank_timeout,77.76,RETRY,APPROVED,SUCCESS,1177.99,High recovery probability and transaction is within the automatic retry amount limit.
TX000592,680.17,network_error,38.86,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000593,1770.43,bank_timeout,75.96,RETRY,APPROVED,SUCCESS,1770.43,High recovery probability and transaction is within the automatic retry amount limit.
TX000594,1530.98,network_error,38.82,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000595,3094.99,issuer_declined,37.04,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000596,658.51,bank_timeout,85.65,RETRY,APPROVED,SUCCESS,658.51,High recovery probability and transaction is within the automatic retry amount limit.
TX000597,837.25,network_error,64.73,RETRY_LATER,APPROVED,SUCCESS,837.25,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000598,412.09,insufficient_funds,55.59,RETRY_LATER,APPROVED,SUCCESS,412.09,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000599,703.25,suspicious_transaction,4.41,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000600,1599.27,network_error,42.54,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000601,2337.85,insufficient_funds,47.09,RETRY_LATER,APPROVED,SUCCESS,2337.85,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000602,436.08,issuer_declined,63.1,RETRY_LATER,APPROVED,SUCCESS,436.08,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000603,2616.53,bank_timeout,81.63,RETRY,APPROVED,FAILED,0.0,High recovery probability and transaction is within the automatic retry amount limit.
TX000604,4254.1,authentication_failed,33.03,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000605,1658.11,insufficient_funds,64.81,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000606,7163.8,network_error,75.43,RETRY,APPROVED,FAILED,0.0,High recovery probability and transaction is within the automatic retry amount limit.
TX000607,505.84,network_error,63.92,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000608,315.87,network_error,68.41,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000609,185.17,insufficient_funds,54.15,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000610,4895.37,network_error,39.94,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000611,2109.84,issuer_declined,39.74,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000612,1037.34,issuer_declined,42.54,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000613,1450.94,insufficient_funds,67.39,RETRY_LATER,APPROVED,SUCCESS,1450.94,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000614,355.85,bank_timeout,47.23,RETRY_LATER,APPROVED,SUCCESS,355.85,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000615,12654.3,issuer_declined,20.49,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000616,1247.9,bank_timeout,60.51,RETRY_LATER,APPROVED,SUCCESS,1247.9,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000617,1223.41,issuer_declined,36.99,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000618,2265.99,bank_timeout,26.92,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000619,1774.03,network_error,73.7,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000620,1371.81,bank_timeout,46.11,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000621,497.47,network_error,52.5,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000622,1757.18,bank_timeout,83.76,RETRY,APPROVED,SUCCESS,1757.18,High recovery probability and transaction is within the automatic retry amount limit.
TX000623,7201.36,issuer_declined,35.09,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000624,4210.85,bank_timeout,71.19,STOP,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000625,5394.78,suspicious_transaction,4.58,STOP,BLOCKED,NOT_EXECUTED,0.0,Suspicious transaction requires manual review.
TX000626,657.72,insufficient_funds,39.0,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000627,407.64,insufficient_funds,27.5,STOP,APPROVED,NOT_EXECUTED,0.0,Recovery probability is too low for automatic recovery.
TX000628,967.01,expired_card,35.05,UPDATE_PAYMENT_METHOD,BLOCKED,NOT_EXECUTED,0.0,Maximum retry limit exceeded.
TX000629,1159.48,insufficient_funds,56.98,RETRY_LATER,APPROVED,FAILED,0.0,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000630,3275.39,network_error,43.23,RETRY_LATER,APPROVED,SUCCESS,3275.39,Recovery probability is moderate. A delayed retry is safer than an immediate retry.
TX000631,201.85,bank_timeout,77.1,RETRY,APPROVED,SUCCESS,201.85,High recovery probability and transaction is within the automatic retry amount limit.
TX000632,5062.17,network_error,74.17,RETRY,APPROVED,SUCCESS,5062.17,High recovery probability and transaction is within the automatic retry amount limit.
TX000633,936.35,bank_timeout,82.3,RETRY,APPROVED,FAILED,0.0,High recovery probability and transaction is within the automatic retry amount limit.
